DATE,CPIAUCSL,CUSR0000SETG01,CUSR0000SAF116,CPIAPPSL,CUSR0000SAD,CUSR0000SEHF01,CPIENGSL,CPIUFDSL,CUSR0000SEHE,CUSR0000SETB01,CPIHOSSL,CPIMEDSL,CUSR0000SAM1,CUSR0000SETA01,CUUR0000SA0R,CUSR0000SEHA,CUSR0000SAH1,CPITRNSL,CUSR0000SETA02
2021-07-01,272.184,238.028,263.748,121.647,119.39,222.842,238.447,277.877,300.485,265.072,280.9,523.951,376.323,157.035,36.6,348.789,335.262,236.191,196.969
2021-08-01,273.092,217.456,264.539,121.956,120.078,225.16,242.958,278.969,304.693,271.71,281.979,524.845,375.685,158.919,36.6,349.938,335.888,236.783,194.645
2021-09-01,274.214,204.659,264.931,121.105,120.714,226.62,245.847,281.468,315.171,274.721,283.532,525.861,376.842,160.927,36.5,351.355,337.298,237.107,193.626
2021-10-01,276.59,202.41,264.603,121.85,122.65,229.68,255.01,283.912,337.899,287.303,285.453,528.134,379.003,163.028,36.2,352.762,338.865,241.826,198.479
2021-11-01,278.524,206.22,265.002,122.76,124.413,230.122,261.257,286.05,342.299,300.351,286.849,529.754,379.483,164.906,36.0,354.191,340.475,246.749,203.322
2021-12-01,280.126,211.455,265.701,124.117,126.416,231.281,263.553,287.44,339.012,304.315,288.259,531.268,379.611,166.848,35.9,355.544,341.963,250.105,210.09
2022-01-01,281.933,216.293,266.704,125.433,127.892,240.898,265.929,289.959,351.997,301.791,290.151,534.798,382.984,166.875,35.6,357.476,342.974,251.21,213.173
2022-02-01,284.182,227.452,268.706,126.342,128.479,238.283,275.17,292.912,374.728,321.849,291.549,535.732,384.304,167.398,35.2,359.501,344.758,256.028,212.644
2022-03-01,287.708,251.691,270.057,127.044,127.283,243.552,305.469,295.809,433.679,380.763,293.668,538.665,385.084,167.705,34.8,361.05,346.516,266.004,204.562
2022-04-01,288.663,298.522,271.084,126.087,127.351,245.247,297.233,298.379,449.853,357.377,295.376,541.057,385.307,169.624,34.6,363.067,348.29,264.995,203.776
2022-05-01,291.474,336.022,272.413,126.927,127.541,248.505,308.839,301.879,508.909,372.063,297.881,543.22,386.273,171.254,34.2,365.365,350.418,270.297,207.518
2022-06-01,295.328,329.906,273.553,127.929,128.476,252.804,332.087,304.867,505.445,413.606,300.29,546.861,387.787,172.369,33.7,368.203,352.55,280.691,210.863
2022-07-01,295.271,304.071,274.889,127.818,128.864,256.78,316.955,308.22,464.597,381.71,301.639,549.282,390.077,173.432,33.8,370.789,354.449,274.821,209.998
2022-08-01,295.62,290.01,275.861,128.091,129.49,260.643,301.045,310.664,453.418,341.383,304.109,553.006,391.032,174.891,33.8,373.525,356.894,268.586,209.782
2022-09-01,296.761,292.434,275.76,127.722,129.338,261.777,294.705,313.101,440.818,324.646,306.323,557.426,390.677,176.058,33.7,376.679,359.567,267.043,207.532
